4	1000	100000	10800	1.171e-07	1.136e-07	1.166e-07	
8	1000	100000	21600	1.121e-07	1.177e-07	1.154e-07	
12	1000	100000	32400	5.403e-08	5.815e-08	5.539e-08	
16	1000	100000	43200	4.971e-08	5.029e-08	5.139e-08	
20	1000	100000	54000	7.246e-08	8.118e-08	8.038e-08	
24	1000	100000	64800	4.188e-08	4.465e-08	4.356e-08	
28	1000	100000	75600	4.141e-08	4.302e-08	4.461e-08	
32	1000	100000	86400	3.896e-08	4.115e-08	4.229e-08	
36	1000	100000	97200	2.976e-08	3.054e-08	3.224e-08	
4	1001	100000	10800	1.338e-07	1.317e-07	1.320e-07	
40	1000	100000	108000	3.005e-08	3.146e-08	3.414e-08	
44	1000	100000	118800	3.453e-08	3.881e-08	3.974e-08	
8	1001	100000	21600	1.100e-07	1.113e-07	1.105e-07	
12	1001	100000	32400	8.877e-08	9.286e-08	9.179e-08	
48	1000	100000	129600	3.161e-08	3.556e-08	3.354e-08	
16	1001	100000	43200	4.916e-08	4.936e-08	4.780e-08	
20	1001	100000	54000	4.375e-08	4.361e-08	4.327e-08	
52	1000	100000	140400	3.444e-08	3.636e-08	3.542e-08	
24	1001	100000	64800	5.374e-08	5.343e-08	5.481e-08	
56	1000	100000	151200	2.986e-08	3.307e-08	3.499e-08	
28	1001	100000	75600	2.719e-08	3.040e-08	2.935e-08	
32	1001	100000	86400	2.656e-08	3.012e-08	2.853e-08	
60	1000	100000	162000	2.643e-08	2.798e-08	2.969e-08	
36	1001	100000	97200	3.415e-08	3.530e-08	3.808e-08	
40	1001	100000	108000	3.639e-08	3.684e-08	3.913e-08	
4	1002	100000	10800	1.217e-07	1.233e-07	1.177e-07	
44	1001	100000	118800	2.752e-08	2.828e-08	2.901e-08	
8	1002	100000	21600	1.225e-07	1.264e-07	1.237e-07	
48	1001	100000	129600	2.993e-08	3.148e-08	3.368e-08	
12	1002	100000	32400	5.942e-08	6.420e-08	6.020e-08	
16	1002	100000	43200	4.484e-08	4.568e-08	4.389e-08	
20	1002	100000	54000	4.008e-08	3.967e-08	4.452e-08	
24	1002	100000	64800	2.991e-08	2.873e-08	3.132e-08	
52	1001	100000	140400	2.904e-08	3.148e-08	3.118e-08	
28	1002	100000	75600	5.271e-08	5.160e-08	5.607e-08	
32	1002	100000	86400	3.405e-08	3.759e-08	3.760e-08	
56	1001	100000	151200	3.240e-08	3.612e-08	3.709e-08	
36	1002	100000	97200	3.283e-08	3.305e-08	3.669e-08	
60	1001	100000	162000	2.914e-08	3.162e-08	3.078e-08	
40	1002	100000	108000	3.300e-08	3.691e-08	3.578e-08	
4	1003	100000	10800	1.618e-07	1.658e-07	1.707e-07	
8	1003	100000	21600	1.016e-07	1.037e-07	1.006e-07	
12	1003	100000	32400	6.207e-08	7.024e-08	6.504e-08	
44	1002	100000	118800	3.520e-08	3.754e-08	3.904e-08	
16	1003	100000	43200	4.114e-08	4.237e-08	4.039e-08	
48	1002	100000	129600	2.680e-08	2.755e-08	2.916e-08	
20	1003	100000	54000	5.387e-08	5.214e-08	5.324e-08	
52	1002	100000	140400	2.863e-08	3.019e-08	3.132e-08	
24	1003	100000	64800	5.441e-08	5.582e-08	6.113e-08	
56	1002	100000	151200	2.739e-08	2.891e-08	3.143e-08	
28	1003	100000	75600	4.214e-08	4.724e-08	4.299e-08	
32	1003	100000	86400	3.573e-08	3.705e-08	3.967e-08	
60	1002	100000	162000	2.515e-08	2.691e-08	2.723e-08	
36	1003	100000	97200	3.607e-08	3.694e-08	3.908e-08	
40	1003	100000	108000	2.462e-08	2.563e-08	3.237e-08	
44	1003	100000	118800	2.773e-08	2.851e-08	2.975e-08	
48	1003	100000	129600	2.216e-08	2.475e-08	2.549e-08	
52	1003	100000	140400	3.195e-08	3.460e-08	3.413e-08	
56	1003	100000	151200	2.636e-08	2.811e-08	2.815e-08	
60	1003	100000	162000	3.345e-08	3.554e-08	3.630e-08	
