4	1.000e-09	1000	100000	41400	6.048e-07	6.715e-07	6.717e-07	1.976e+01	
4	1.000e-07	1000	100000	41400	5.293e-07	5.572e-07	5.453e-07	5.202e+00	
4	1.000e-06	1000	100000	41400	7.648e-07	7.674e-07	7.698e-07	3.767e+00	
4	1.000e-08	1000	100000	41400	5.763e-07	6.342e-07	6.343e-07	1.434e+01	
4	1.000e-10	1000	100000	41400	4.739e-07	5.203e-07	5.313e-07	2.404e+01	
8	1.000e-06	1000	100000	164400	9.891e-07	1.063e-06	1.034e-06	4.740e+00	
8	1.000e-09	1000	100000	164400	6.226e-07	8.893e-07	8.721e-07	4.139e+01	
8	1.000e-07	1000	100000	164400	6.984e-07	8.238e-07	8.183e-07	6.845e+00	
8	1.000e-08	1000	100000	164400	4.798e-07	6.054e-07	6.141e-07	1.374e+01	
8	1.000e-10	1000	100000	164400	5.502e-07	7.903e-07	7.804e-07	5.978e+01	
12	1.000e-06	1000	100000	369000	7.971e-07	8.332e-07	7.763e-07	3.119e+00	
12	1.000e-07	1000	100000	369000	6.679e-07	9.019e-07	9.009e-07	7.801e+00	
12	1.000e-08	1000	100000	369000	7.184e-07	1.169e-06	1.116e-06	1.883e+01	
12	1.000e-09	1000	100000	369000	8.232e-07	1.484e-06	1.456e-06	5.195e+01	
12	1.000e-10	1000	100000	369000	8.754e-07	1.733e-06	1.749e-06	8.072e+01	
16	1.000e-06	1000	100000	655200	5.381e-07	5.185e-07	5.625e-07	3.098e+00	
16	1.000e-07	1000	100000	655200	6.312e-07	1.122e-06	1.150e-06	8.820e+00	
16	1.000e-08	1000	100000	655200	9.193e-07	1.857e-06	1.868e-06	2.407e+01	
16	1.000e-09	1000	100000	655200	8.550e-07	2.088e-06	2.126e-06	5.498e+01	
16	1.000e-10	1000	100000	655200	9.581e-07	2.369e-06	2.368e-06	1.031e+02	
20	1.000e-06	1000	100000	1023000	4.469e-07	4.544e-07	4.507e-07	3.272e+00	
20	1.000e-07	1000	100000	1023000	8.616e-07	1.869e-06	1.870e-06	9.848e+00	
20	1.000e-08	1000	100000	1023000	9.924e-07	2.415e-06	2.440e-06	2.558e+01	
20	1.000e-09	1000	100000	1023000	1.238e-06	3.444e-06	3.361e-06	5.017e+01	
20	1.000e-10	1000	100000	1023000	1.322e-06	3.551e-06	3.545e-06	9.830e+01	
24	1.000e-06	1000	100000	1472400	3.374e-07	3.363e-07	3.356e-07	2.816e+00	
24	1.000e-07	1000	100000	1472400	1.418e-06	3.761e-06	3.739e-06	1.288e+01	
24	1.000e-08	1000	100000	1472400	2.409e-06	5.209e-06	5.186e-06	3.273e+01	
24	1.000e-09	1000	100000	1472400	2.854e-06	6.589e-06	6.597e-06	5.602e+01	
24	1.000e-10	1000	100000	1472400	1.803e-06	5.342e-06	5.347e-06	1.083e+02	
28	1.000e-06	1000	100000	2003400	4.909e-07	5.139e-07	5.359e-07	2.759e+00	
28	1.000e-07	1000	100000	2003400	2.212e-06	6.461e-06	6.373e-06	1.520e+01	
28	1.000e-08	1000	100000	2003400	2.063e-06	9.042e-06	8.986e-06	3.618e+01	
28	1.000e-09	1000	100000	2003400	2.780e-06	8.729e-06	8.708e-06	4.909e+01	
28	1.000e-10	1000	100000	2003400	3.055e-06	9.392e-06	9.406e-06	1.262e+02	
32	1.000e-06	1000	100000	2616000	5.700e-07	6.344e-07	6.343e-07	3.348e+00	
32	1.000e-07	1000	100000	2616000	3.158e-06	1.140e-05	1.165e-05	1.930e+01	
32	1.000e-08	1000	100000	2616000	3.321e-06	1.476e-05	1.498e-05	4.296e+01	
32	1.000e-09	1000	100000	2616000	4.361e-06	1.667e-05	1.646e-05	4.777e+01	
32	1.000e-10	1000	100000	2616000	3.707e-06	1.631e-05	1.672e-05	1.062e+02	
36	1.000e-06	1000	100000	3310200	5.970e-07	6.533e-07	6.603e-07	3.245e+00	
36	1.000e-07	1000	100000	3310200	4.052e-06	1.532e-05	1.511e-05	2.324e+01	
36	1.000e-08	1000	100000	3310200	5.813e-06	2.023e-05	2.026e-05	4.121e+01	
36	1.000e-09	1000	100000	3310200	4.767e-06	1.961e-05	1.972e-05	4.489e+01	
36	1.000e-10	1000	100000	3310200	4.225e-06	2.117e-05	2.129e-05	7.817e+01	
40	1.000e-06	1000	100000	4086000	1.228e-06	1.489e-06	1.528e-06	3.702e+00	
40	1.000e-07	1000	100000	4086000	5.142e-06	2.059e-05	2.073e-05	2.703e+01	
40	1.000e-08	1000	100000	4086000	1.102e-05	2.546e-05	2.564e-05	7.804e+01	
40	1.000e-09	1000	100000	4086000	9.079e-06	2.222e-05	2.231e-05	4.060e+01	
40	1.000e-10	1000	100000	4086000	1.225e-05	2.689e-05	2.677e-05	1.236e+02	
44	1.000e-06	1000	100000	4943400	1.403e-06	1.602e-06	1.623e-06	3.496e+00	
44	1.000e-07	1000	100000	4943400	1.088e-05	2.432e-05	2.449e-05	3.393e+01	
44	1.000e-08	1000	100000	4943400	1.033e-05	2.397e-05	2.377e-05	3.776e+01	
44	1.000e-09	1000	100000	4943400	1.228e-05	2.764e-05	2.728e-05	1.397e+02	
44	1.000e-10	1000	100000	4943400	1.454e-05	3.083e-05	3.049e-05	1.441e+02	
48	1.000e-06	1000	100000	5882400	2.658e-06	7.740e-06	7.934e-06	7.558e+00	
48	1.000e-08	1000	100000	5882400	1.153e-05	2.671e-05	2.714e-05	9.265e+01	
48	1.000e-07	1000	100000	5882400	1.101e-05	2.799e-05	2.767e-05	3.671e+01	
48	1.000e-09	1000	100000	5882400	1.011e-05	2.605e-05	2.670e-05	1.620e+02	
48	1.000e-10	1000	100000	5882400	1.021e-05	2.651e-05	2.650e-05	1.747e+02	
52	1.000e-06	1000	100000	6903000	3.611e-06	1.773e-05	1.823e-05	1.065e+01	
52	1.000e-08	1000	100000	6903000	1.270e-05	2.963e-05	3.011e-05	1.109e+02	
52	1.000e-09	1000	100000	6903000	1.307e-05	2.949e-05	2.939e-05	1.919e+02	
52	1.000e-07	1000	100000	6903000	1.558e-05	3.209e-05	3.247e-05	3.942e+01	
52	1.000e-10	1000	100000	6903000	1.562e-05	3.378e-05	3.462e-05	2.156e+02	
56	1.000e-06	1000	100000	8005200	5.836e-06	2.359e-05	2.326e-05	1.149e+01	
56	1.000e-08	1000	100000	8005200	1.795e-05	3.694e-05	3.671e-05	1.403e+02	
56	1.000e-07	1000	100000	8005200	1.639e-05	3.539e-05	3.456e-05	4.426e+01	
56	1.000e-09	1000	100000	8005200	1.636e-05	3.604e-05	3.616e-05	2.344e+02	
56	1.000e-10	1000	100000	8005200	1.263e-05	3.081e-05	3.025e-05	2.418e+02	
60	1.000e-06	1000	100000	9189000	7.376e-06	2.898e-05	2.844e-05	1.261e+01	
60	1.000e-07	1000	100000	9189000	2.379e-05	4.315e-05	4.262e-05	4.233e+01	
60	1.000e-08	1000	100000	9189000	1.324e-05	3.171e-05	3.202e-05	1.395e+02	
60	1.000e-09	1000	100000	9189000	1.917e-05	3.932e-05	4.025e-05	2.732e+02	
4	1.000e-06	1001	100000	41400	1.023e-06	1.022e-06	1.026e-06	3.946e+00	
4	1.000e-07	1001	100000	41400	7.425e-07	7.982e-07	7.914e-07	6.534e+00	
4	1.000e-08	1001	100000	41400	6.343e-07	7.115e-07	6.990e-07	1.358e+01	
4	1.000e-09	1001	100000	41400	5.933e-07	6.651e-07	6.618e-07	2.361e+01	
4	1.000e-10	1001	100000	41400	5.345e-07	5.931e-07	5.767e-07	2.424e+01	
8	1.000e-06	1001	100000	164400	7.599e-07	7.874e-07	7.580e-07	3.524e+00	
8	1.000e-07	1001	100000	164400	5.386e-07	6.502e-07	6.278e-07	6.430e+00	
8	1.000e-08	1001	100000	164400	6.747e-07	8.840e-07	8.672e-07	1.450e+01	
8	1.000e-09	1001	100000	164400	5.461e-07	7.530e-07	7.516e-07	4.133e+01	
8	1.000e-10	1001	100000	164400	7.108e-07	1.030e-06	1.004e-06	6.697e+01	
12	1.000e-06	1001	100000	369000	6.697e-07	7.101e-07	6.746e-07	3.104e+00	
60	1.000e-10	1000	100000	9189000	1.164e-05	2.911e-05	2.905e-05	2.637e+02	
12	1.000e-08	1001	100000	369000	8.274e-07	1.367e-06	1.353e-06	2.085e+01	
12	1.000e-07	1001	100000	369000	5.494e-07	7.568e-07	7.559e-07	7.584e+00	
12	1.000e-09	1001	100000	369000	8.577e-07	1.642e-06	1.662e-06	5.085e+01	
12	1.000e-10	1001	100000	369000	8.478e-07	1.559e-06	1.581e-06	7.762e+01	
16	1.000e-07	1001	100000	655200	5.986e-07	8.905e-07	8.990e-07	8.208e+00	
16	1.000e-06	1001	100000	655200	4.858e-07	4.846e-07	5.173e-07	2.982e+00	
16	1.000e-08	1001	100000	655200	9.916e-07	2.029e-06	2.086e-06	2.399e+01	
