4	1.000e-06	1000	100000	41400	6.380e-06	6.585e-06	6.354e-06	
4	1.000e-07	1000	100000	41400	1.941e-06	1.983e-06	2.010e-06	
4	1.000e-08	1000	100000	41400	6.190e-07	6.343e-07	6.584e-07	
4	1.000e-09	1000	100000	41400	6.099e-07	6.638e-07	6.765e-07	
4	1.000e-10	1000	100000	41400	4.855e-07	5.298e-07	5.324e-07	
8	1.000e-06	1000	100000	164400	1.199e-05	1.273e-05	1.181e-05	
8	1.000e-07	1000	100000	164400	2.341e-06	2.446e-06	2.409e-06	
8	1.000e-08	1000	100000	164400	7.343e-07	7.683e-07	7.760e-07	
8	1.000e-10	1000	100000	164400	4.824e-07	6.258e-07	6.351e-07	
8	1.000e-09	1000	100000	164400	6.861e-07	7.813e-07	7.873e-07	
12	1.000e-06	1000	100000	369000	1.767e-05	1.784e-05	1.771e-05	
12	1.000e-09	1000	100000	369000	6.388e-07	7.634e-07	7.609e-07	
12	1.000e-08	1000	100000	369000	1.018e-06	1.103e-06	1.067e-06	
12	1.000e-07	1000	100000	369000	2.609e-06	2.716e-06	2.697e-06	
12	1.000e-10	1000	100000	369000	5.673e-07	9.257e-07	9.136e-07	
16	1.000e-06	1000	100000	655200	4.406e-05	4.457e-05	4.563e-05	
16	1.000e-07	1000	100000	655200	3.529e-06	3.522e-06	3.592e-06	
16	1.000e-08	1000	100000	655200	7.171e-07	7.355e-07	7.335e-07	
16	1.000e-09	1000	100000	655200	6.522e-07	7.876e-07	7.842e-07	
16	1.000e-10	1000	100000	655200	7.232e-07	1.566e-06	1.514e-06	
20	1.000e-06	1000	100000	1023000	6.491e-05	6.605e-05	6.605e-05	
20	1.000e-07	1000	100000	1023000	2.769e-06	2.704e-06	2.859e-06	
20	1.000e-09	1000	100000	1023000	7.229e-07	8.127e-07	8.409e-07	
20	1.000e-08	1000	100000	1023000	9.217e-07	9.451e-07	9.509e-07	
20	1.000e-10	1000	100000	1023000	9.481e-07	4.041e-06	4.163e-06	
24	1.000e-06	1000	100000	1472400	5.152e-05	5.264e-05	5.252e-05	
24	1.000e-07	1000	100000	1472400	3.560e-06	3.551e-06	3.572e-06	
24	1.000e-08	1000	100000	1472400	9.528e-07	9.950e-07	9.714e-07	
24	1.000e-10	1000	100000	1472400	9.391e-07	7.384e-06	7.419e-06	
24	1.000e-09	1000	100000	1472400	6.591e-07	7.837e-07	7.810e-07	
28	1.000e-06	1000	100000	2003400	1.014e-04	1.057e-04	1.064e-04	
28	1.000e-07	1000	100000	2003400	4.999e-06	5.074e-06	5.199e-06	
28	1.000e-09	1000	100000	2003400	6.178e-07	7.103e-07	7.257e-07	
28	1.000e-08	1000	100000	2003400	1.155e-06	1.192e-06	1.215e-06	
28	1.000e-10	1000	100000	2003400	6.244e-07	1.036e-05	1.051e-05	
32	1.000e-07	1000	100000	2616000	5.108e-06	5.083e-06	5.301e-06	
32	1.000e-06	1000	100000	2616000	9.248e-05	9.385e-05	9.407e-05	
32	1.000e-08	1000	100000	2616000	1.052e-06	1.056e-06	1.085e-06	
32	1.000e-09	1000	100000	2616000	9.018e-07	1.012e-06	1.022e-06	
32	1.000e-10	1000	100000	2616000	5.900e-07	1.315e-05	1.327e-05	
36	1.000e-07	1000	100000	3310200	5.302e-06	5.402e-06	5.365e-06	
36	1.000e-06	1000	100000	3310200	1.364e-04	1.420e-04	1.409e-04	
36	1.000e-08	1000	100000	3310200	1.192e-06	1.236e-06	1.247e-06	
36	1.000e-09	1000	100000	3310200	9.594e-07	1.100e-06	1.097e-06	
