4	1000	100000	41400	4.809e-07	4.908e-07	4.848e-07	
8	1000	100000	164400	6.455e-07	6.836e-07	6.894e-07	
12	1000	100000	369000	6.431e-07	7.144e-07	6.949e-07	
16	1000	100000	655200	5.301e-07	5.811e-07	5.833e-07	
20	1000	100000	1023000	2.750e-07	3.202e-07	3.478e-07	
24	1000	100000	1472400	3.935e-07	5.002e-07	4.759e-07	
28	1000	100000	2003400	5.484e-07	6.936e-07	7.015e-07	
32	1000	100000	2616000	9.726e-07	1.424e-06	1.409e-06	
4	1001	100000	41400	4.586e-07	4.667e-07	4.658e-07	
36	1000	100000	3310200	7.905e-07	2.745e-06	2.730e-06	
40	1000	100000	4086000	9.145e-07	5.542e-06	5.623e-06	
8	1001	100000	164400	7.347e-07	7.910e-07	7.683e-07	
12	1001	100000	369000	4.752e-07	5.388e-07	5.060e-07	
44	1000	100000	4943400	6.781e-07	7.226e-06	7.224e-06	
16	1001	100000	655200	4.435e-07	4.839e-07	4.792e-07	
48	1000	100000	5882400	8.203e-07	8.299e-06	8.269e-06	
20	1001	100000	1023000	4.903e-07	5.436e-07	5.593e-07	
24	1001	100000	1472400	5.823e-07	6.678e-07	6.707e-07	
52	1000	100000	6903000	8.852e-07	8.920e-06	8.881e-06	
28	1001	100000	2003400	5.157e-07	6.721e-07	6.733e-07	
56	1000	100000	8005200	1.014e-06	1.077e-05	1.049e-05	
32	1001	100000	2616000	8.885e-07	1.371e-06	1.364e-06	
36	1001	100000	3310200	7.854e-07	2.178e-06	2.195e-06	
4	1002	100000	41400	5.088e-07	5.420e-07	5.056e-07	
60	1000	100000	9189000	8.376e-07	1.256e-05	1.244e-05	
40	1001	100000	4086000	1.022e-06	5.344e-06	5.424e-06	
8	1002	100000	164400	4.290e-07	5.011e-07	4.506e-07	
12	1002	100000	369000	6.914e-07	7.569e-07	7.243e-07	
44	1001	100000	4943400	8.260e-07	6.687e-06	6.843e-06	
16	1002	100000	655200	4.138e-07	4.564e-07	4.461e-07	
48	1001	100000	5882400	9.304e-07	8.323e-06	8.274e-06	
20	1002	100000	1023000	4.738e-07	5.229e-07	5.436e-07	
52	1001	100000	6903000	1.034e-06	9.379e-06	9.325e-06	
24	1002	100000	1472400	5.310e-07	6.319e-07	6.283e-07	
28	1002	100000	2003400	5.860e-07	7.910e-07	7.936e-07	
32	1002	100000	2616000	6.748e-07	1.334e-06	1.309e-06	
56	1001	100000	8005200	7.614e-07	1.053e-05	1.045e-05	
36	1002	100000	3310200	7.732e-07	2.263e-06	2.284e-06	
60	1001	100000	9189000	9.682e-07	1.228e-05	1.208e-05	
40	1002	100000	4086000	1.190e-06	5.789e-06	5.745e-06	
4	1003	100000	41400	4.593e-07	4.561e-07	4.716e-07	
8	1003	100000	164400	6.422e-07	6.866e-07	6.791e-07	
12	1003	100000	369000	5.856e-07	6.438e-07	6.216e-07	
16	1003	100000	655200	3.249e-07	3.611e-07	3.463e-07	
44	1002	100000	4943400	6.703e-07	6.744e-06	6.660e-06	
20	1003	100000	1023000	3.331e-07	3.735e-07	3.971e-07	
48	1002	100000	5882400	7.489e-07	8.126e-06	8.362e-06	
24	1003	100000	1472400	4.859e-07	5.679e-07	5.685e-07	
52	1002	100000	6903000	9.288e-07	9.220e-06	9.285e-06	
28	1003	100000	2003400	4.402e-07	6.011e-07	6.108e-07	
32	1003	100000	2616000	6.672e-07	1.124e-06	1.124e-06	
56	1002	100000	8005200	1.076e-06	1.046e-05	1.039e-05	
36	1003	100000	3310200	8.635e-07	2.923e-06	2.934e-06	
40	1003	100000	4086000	6.020e-07	4.550e-06	4.513e-06	
60	1002	100000	9189000	1.189e-06	1.216e-05	1.209e-05	
44	1003	100000	4943400	7.773e-07	7.058e-06	7.027e-06	
48	1003	100000	5882400	7.454e-07	8.217e-06	8.136e-06	
52	1003	100000	6903000	8.964e-07	9.460e-06	9.430e-06	
56	1003	100000	8005200	8.350e-07	1.021e-05	9.972e-06	
60	1003	100000	9189000	1.273e-06	1.283e-05	1.290e-05	
