40	1000	1000	4086000	1.936e-04	7.492e-04	8.791e-04	
40	1000	5000	4086000	4.741e-05	1.888e-04	1.779e-04	
40	1000	3000	4086000	6.002e-05	3.521e-04	3.562e-04	
40	1000	7000	4086000	2.771e-05	1.434e-04	1.444e-04	
40	1000	10000	4086000	1.329e-05	1.005e-04	1.014e-04	
40	1000	30000	4086000	1.589e-06	4.664e-05	4.537e-05	
40	1000	50000	4086000	1.012e-06	3.065e-05	3.017e-05	
40	1000	70000	4086000	6.104e-07	2.204e-05	2.287e-05	
40	1000	100000	4086000	4.568e-07	1.704e-05	1.694e-05	
40	1000	300000	4086000	2.848e-07	9.108e-06	9.056e-06	
40	1001	1000	4086000	1.701e-04	9.116e-04	1.156e-03	
40	1001	3000	4086000	6.701e-05	3.312e-04	3.184e-04	
40	1001	5000	4086000	2.220e-05	1.898e-04	1.782e-04	
40	1001	7000	4086000	1.396e-05	1.398e-04	1.368e-04	
40	1000	500000	4086000	1.655e-07	6.335e-06	6.318e-06	
40	1001	10000	4086000	2.523e-05	1.042e-04	1.083e-04	
40	1001	30000	4086000	1.626e-06	4.680e-05	4.492e-05	
40	1001	50000	4086000	5.877e-07	3.009e-05	2.999e-05	
40	1000	700000	4086000	1.580e-07	4.279e-06	4.279e-06	
40	1001	70000	4086000	4.625e-07	2.253e-05	2.292e-05	
40	1001	100000	4086000	3.789e-07	1.683e-05	1.707e-05	
40	1000	1000000	4086000	1.340e-07	1.898e-06	1.909e-06	
40	1001	300000	4086000	1.439e-07	9.220e-06	9.120e-06	
40	1002	1000	4086000	3.108e-04	8.875e-04	9.392e-04	
40	1001	500000	4086000	8.476e-08	6.399e-06	6.341e-06	
40	1002	3000	4086000	7.210e-05	3.222e-04	3.228e-04	
40	1002	5000	4086000	2.960e-05	2.216e-04	1.989e-04	
40	1002	7000	4086000	2.300e-05	1.448e-04	1.433e-04	
40	1002	10000	4086000	2.453e-05	1.030e-04	1.065e-04	
40	1002	30000	4086000	5.863e-06	4.603e-05	4.608e-05	
40	1002	50000	4086000	6.145e-07	3.075e-05	2.924e-05	
40	1001	700000	4086000	3.952e-07	4.488e-06	4.478e-06	
40	1002	70000	4086000	6.185e-07	2.225e-05	2.252e-05	
40	1002	100000	4086000	4.405e-07	1.707e-05	1.708e-05	
40	1002	300000	4086000	2.656e-07	9.187e-06	9.198e-06	
40	1003	1000	4086000	1.169e-04	8.058e-04	9.704e-04	
40	1001	1000000	4086000	1.058e-07	1.539e-06	1.540e-06	
40	1003	3000	4086000	2.908e-05	3.088e-04	3.117e-04	
40	1003	5000	4086000	4.385e-05	1.930e-04	1.761e-04	
40	1003	7000	4086000	5.295e-06	1.466e-04	1.529e-04	
40	1003	10000	4086000	2.435e-05	1.041e-04	1.040e-04	
40	1002	500000	4086000	2.136e-07	6.400e-06	6.322e-06	
40	1003	30000	4086000	3.432e-06	4.586e-05	4.482e-05	
40	1003	50000	4086000	1.516e-06	3.031e-05	2.934e-05	
40	1003	70000	4086000	7.909e-07	2.256e-05	2.268e-05	
40	1002	700000	4086000	1.697e-07	4.396e-06	4.421e-06	
40	1003	100000	4086000	5.960e-07	1.649e-05	1.732e-05	
40	1003	300000	4086000	3.437e-07	9.176e-06	9.180e-06	
40	1002	1000000	4086000	1.061e-07	1.724e-06	1.732e-06	
40	1003	500000	4086000	1.599e-07	6.118e-06	6.213e-06	
40	1003	700000	4086000	4.995e-07	4.271e-06	4.234e-06	
40	1003	1000000	4086000	6.645e-07	2.185e-06	2.178e-06	
